,rank,trial,l_1 ratio,score,silhouete score,rmse
218,16,3,0.5,0.7859786338558394,0.38599884546820085,0.15314107342500055
219,16,4,0.5,0.7659091238402205,0.39392839222973514,0.15720206208446186
220,21,0,0.5,0.7849190432262927,0.33944985370872943,0.10087064439323899
221,21,1,0.5,0.8094546714521601,0.4995837404805821,0.10782709831411195
222,21,2,0.5,0.773117990151763,0.20694559371858948,0.13804181842297766
223,21,3,0.5,0.787708155540963,0.5358283588279091,0.10257772134228915
224,21,4,0.5,0.7675382997087065,0.3064742591010898,0.11854753819800111
225,28,0,0.5,0.7816353289788813,0.44781448549643826,0.10159273203118666
226,28,1,0.5,0.7537353235540363,0.1625281745370498,0.09168645518226974
227,28,2,0.5,0.7466661634228184,0.11884672754350172,0.08382278814877606
228,28,3,0.5,0.7795406510200549,0.17596492972033398,0.13550357481425251
229,28,4,0.5,0.7550606305636532,0.27971151769518043,0.10829919182313621
230,37,0,0.5,0.7490511201628346,-0.05990225420658745,0.07933491069295649
231,37,1,0.5,0.7421666012851188,0.006714160074670386,0.11397172021388635
232,37,2,0.5,0.7374477258147556,-0.0876006347055897,0.055704469992100596
233,37,3,0.5,0.7298976753767118,-0.07500666283959088,0.12324825139763007
234,37,4,0.5,0.7345380338455374,0.02161908470956607,0.0704772940302809
235,49,0,0.5,0.7409976033011726,0.02459210768682981,0.06896786611229001
236,49,1,0.5,0.7467246368838161,-0.022623667307601947,0.1017567280537609
237,49,2,0.5,0.7248243632125,-0.2674321779980754,0.08599498700902783
238,49,3,0.5,0.7316197431765796,-0.11371310659776829,0.07483857885975556
239,49,4,0.5,0.7405801483387878,-0.16539622546387586,0.03845250649658491
240,2,0,0.7,0.6681056763898464,0.5295774064497226,1.3597403891576747
241,2,1,0.7,0.6031006452640394,0.49606010453932725,1.3867706758531284
242,2,2,0.7,0.6646655521055705,0.5299024274727134,1.3579968354732808
243,2,3,0.7,0.6620784180255546,0.5246254792017392,1.362839466539578
244,2,4,0.7,0.598163829161027,0.5086071353080396,1.3757980564327252
245,3,0,0.7,0.7350542800150048,0.6490468958979312,1.15509128611065
246,3,1,0.7,0.6880867662733873,0.5910371673432275,1.1999036379116568
247,3,2,0.7,0.7093079756869762,0.596792947377946,1.0088302196652537
248,3,3,0.7,0.7478409769934521,0.648264512062791,1.1440468978628
249,3,4,0.7,0.7163280683377243,0.5830651622190939,1.0157938550211687
250,4,0,0.7,0.7383272691837591,0.562422932810329,0.9016610806444326
251,4,1,0.7,0.7084332328079824,0.5819637242895789,0.8773081600224462
252,4,2,0.7,0.7748137324067627,0.7191800347951699,0.8404802341712124
253,4,3,0.7,0.745979567237176,0.6295525241574093,0.8316219186213084
254,4,4,0.7,0.7358909363507621,0.5777677725625671,0.8910931833068684
255,5,0,0.7,0.7735867768834348,0.7085572566362248,0.6708031231925886
256,5,1,0.7,0.8002349607989633,0.6819435124677332,0.6926104225052009
257,5,2,0.7,0.7801104111649466,0.6865693333220539,0.8232453908555151
258,5,3,0.7,0.8007660234202387,0.6872174731194995,0.6844568384849253
259,5,4,0.7,0.7760007547903731,0.7007379308605441,0.6935615043033191
260,7,0,0.7,0.7932102328529579,0.7611823356281878,0.3903500722697362
261,7,1,0.7,0.7848637162276714,0.7359508914463694,0.3961220097631923
262,7,2,0.7,0.8100083108690823,0.6959957295215021,0.40630471882250263
263,7,3,0.7,0.8021891816436333,0.6993956416148036,0.39821586683468624
264,7,4,0.7,0.7354036837469894,0.6004436488392523,0.6679274230733339
265,9,0,0.7,0.791826650696705,0.7914203028754156,0.3090957115679302
266,9,1,0.7,0.7389040170652902,0.5966730981534699,0.6130120119053144
267,9,2,0.7,0.7867156840480749,0.750725621800405,0.3227201689225007
268,9,3,0.7,0.8014989481065918,0.5336945293748729,0.3235023249054037
269,9,4,0.7,0.8129233267391425,0.6493122438200998,0.32411292564429783
270,12,0,0.7,0.7987424078868088,0.6377284520924644,0.22227853285365975
271,12,1,0.7,0.7981675742409607,0.709326965510281,0.248622572842476
272,12,2,0.7,0.7715499548626007,0.4510101125709993,0.22259897170296797
273,12,3,0.7,0.8003754209541666,0.6935491182848837,0.20083379288953165
274,12,4,0.7,0.7963370402068204,0.7425109903180328,0.28517254157821126
275,16,0,0.7,0.7646465355295454,0.22443782222831896,0.14695595552374432
276,16,1,0.7,0.7928864237927412,0.5539736024497606,0.14233058702679885
277,16,2,0.7,0.7678498177056658,0.33898244216997575,0.22548815750006826
278,16,3,0.7,0.7791842072491232,0.3046326879881003,0.23149107487907336
279,16,4,0.7,0.7708499379998722,0.3853495236774601,0.15733938607131512
280,21,0,0.7,0.7497899510660355,0.10652423021154939,0.19769682423237261
281,21,1,0.7,0.7597887123061925,0.26818047684525853,0.13798783465415568
282,21,2,0.7,0.7536346599992594,0.24309622908742332,0.13017584188562267
283,21,3,0.7,0.7641187403860014,0.15205135952256063,0.11749841308378697
284,21,4,0.7,0.7493850453863046,0.23765091188900006,0.14650318533207943
285,28,0,0.7,0.7544935709530016,0.12417146569919031,0.10627131531785469
